Date_Time,Flow_Rate_Lmin,Temp_Hot_In_C,Temp_Cold_In_C,Efficiency,Temp_Cold_Out_C,Temp_Hot_Out_C,Exergy_Destruction
2026-08-01 00:00:00,26.236203565420873,84.07510685231557,21.78938432275089,0.8475275928691582,74.57825280834913,31.286238366717328,1.4153080851189748
2026-08-01 01:00:00,43.52142919229749,72.7184959924849,15.65730501052593,0.812957141615405,62.045607728390024,26.33019327462081,1.474117205060058
2026-08-01 02:00:00,36.95981825434215,70.99744401050167,19.708214827575883,0.8260803634913158,62.07723991419661,28.628418923880943,1.115945801920947
2026-08-01 03:00:00,32.959754525911094,81.11680973935088,18.106251535132,0.8340804909481778,70.66212885702562,28.560932417457266,1.583461079367605
2026-08-01 04:00:00,19.680559213273096,78.61709669769868,21.076995780642537,0.8606388815734538,70.5982438795214,29.095848598819813,1.1417449260030736
2026-08-01 05:00:00,19.67983561008608,82.62743165137408,16.2400485261317,0.8606403287798279,73.3757077658727,25.49177241163308,1.526828450227064
2026-08-01 06:00:00,16.742508365045985,72.09658564939434,19.84838166558315,0.8665149832699081,65.12223326649806,26.822734048479433,0.9292115395107092
2026-08-01 07:00:00,40.98528437324806,81.92900967789835,20.866807027536773,0.8180294312535039,70.81748593269825,31.978330772736875,1.5808868167758183
2026-08-01 08:00:00,33.03345035229626,73.02440980071617,21.61229953631816,0.8339330992954075,64.48655999042482,30.15014934660951,1.0676655769851338
2026-08-01 09:00:00,36.242177333881365,72.45483914298556,19.78273619802752,0.8275156453322373,63.369725457530514,28.86784988348257,1.1639286148876529
2026-08-01 10:00:00,15.617534828874074,72.46398696896489,18.480223348058992,0.8687649303422519,65.3794239897879,25.564786327235986,0.9812386175828203
2026-08-01 11:00:00,44.097295564859834,82.21862080347073,19.324930681408496,0.8118054088702804,70.38236850630994,31.16118297856928,1.7285453841078964
2026-08-01 12:00:00,39.97327922401266,79.977958310443,21.082334891351028,0.8200534415519747,69.37989356852648,31.68039963326754,1.4651986011004825
2026-08-01 13:00:00,21.370173320348286,77.8459813715368,18.994268226471807,0.8572596533593034,69.44546743681138,27.394782161197213,1.2297496180977028
2026-08-01 14:00:00,20.454749016213018,75.38245726185254,15.212709417877859,0.859090501967574,66.90396829642042,23.69119838330998,1.2973073087329454
2026-08-01 15:00:00,20.502135295603015,83.15800811219663,21.516640868548844,0.858995729408794,74.4663120857614,30.208336894984072,1.3040551110102845
2026-08-01 16:00:00,24.127267288786133,75.88667661133952,19.82668725722093,0.8517454654224278,67.57552898122103,28.137834887339423,1.1548170308389676
2026-08-01 17:00:00,30.742692948967136,82.24899159207365,19.735593700440724,0.8385146141020657,72.1539914097522,29.83059388276218,1.5118514292937622
2026-08-01 18:00:00,27.958350559263472,76.58702362855328,16.50972606678402,0.844083298881473,67.21996958060609,25.87678011473121,1.394721889686031
2026-08-01 19:00:00,23.736874205941255,75.65416644137362,19.6121982916286,0.8525262515881176,67.3894473299514,27.876917403050825,1.1506654451711908
2026-08-01 20:00:00,33.35558684167138,76.9401967850441,17.757050839579108,0.8332888263166572,67.07370506220306,27.62354256242014,1.4210899383771842
2026-08-01 21:00:00,19.184815819561255,74.52066811246213,19.558630839290444,0.8616303683608775,66.91559126083764,27.163707690914933,1.0532981003441877
2026-08-01 22:00:00,23.764339456056547,81.21414070264376,15.746151212155935,0.8524713210878869,71.55573470207999,25.40455721271971,1.5657293221315511
2026-08-01 23:00:00,25.99085529881075,77.54080585138719,19.604917132221253,0.8480182894023786,68.73561037885491,28.41011260475353,1.2536743458438449
2026-08-02 00:00:00,28.682099526511077,73.48319042720226,21.995896080394665,0.8426358009469779,65.38093359090969,30.098152916687233,1.0226543634842213
2026-08-02 01:00:00,38.55527884179041,83.49361859911852,15.337484272023893,0.8228894423164193,71.42244763888976,27.40865523225265,1.9554389705702369
